museum_reference,title,description,date,style_culture,image,interpretation,GenAIinterpretation,tokens_used,wordCount,GenAIwordCount,sentenceCount,GenAIsentenceCount,fleschReadingEase,genAIfleschReadingEase,mcalpineEFLAW,genAImcalpineEFLAW,flairSentiment,flairScore,GenAIflairSentiment,GenAIflairScore,vadarNeg,vadarPos,vadarNeu,vadarCompound,GenAIvadarNeg,GenAIvadarPos,GenAIvadarNeu,GenAIvadarCompound,countTermsDetected,terms,issues,sources,genAIcountTermsDetected,genAIterms,genAIissues,genAIsources
A.1951.225,Halibut hook,"Halibut hook, formed of two pieces of wood lashed together in a V-shape, one limb carved in the likeness of a bird in flight and carrying the line, the other carrying the bone barb secured by a lashing: North America, Canada, British Columbia, or USA, Alaska, Northern Northwest Coast, late 19th - early 20th century",Late 19th - early 20th century,Northwest Coast Peoples,A.1951.225.png,"Fishing methods were adapted to different fish species, and a range of spears and fish hooks were used. Most important were the seasonal runs of salmon. Salmon was eaten fresh but also smoked and dried, preserving it for the winter and feasting. Northern style halibut hooks were sturdy, with carved images of helping spirits.","This halibut hook, crafted by Northwest Coast Peoples in the late 19th or early 20th century, is both tool and art. Its V-shape, with one side carved as a bird in flight, reflects a deep respect for nature. The bone barb and careful lashings highlight skilled craftsmanship. Used to catch halibut, such hooks were vital for sustenance and community, passed down through generations. Can you imagine the hands that tied these cords, or the stories shared aboard fishing canoes? Look closely—each detail speaks of life on the coastal waters.",1348,54,89,4,6,66.23250000000003,72.00838014981275,17.25,19.333333333333332,POSITIVE,0.9999418258666992,POSITIVE,0.9999887943267822,0.0,0.107,0.893,0.6119,0.0,0.136,0.864,0.8689,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1956.656,Harpoon head,"Barbed harpoon head, of bone, with line of wrapped sinew attached: North America, Canada, British Columbia, Vancouver Island, Nuu-chah-nulth, late 18th century",Late 18th century,Nuu-chah-nulth,A.1956.656.png,"Amongst the Nuu-chah-nulth, whaling started in the spring extending into summer. It was the occupation of the nobility and led by a chief who was ritually prepared. Whales were hunted in canoes with harpoon lines and seal floats. Feasting followed, but only after the soul of the whale had departed.","This barbed harpoon head, crafted from bone and bound with sinew, was made by the Nuu-chah-nulth people of Vancouver Island in the late 18th century. Used in whale and seal hunting, such tools were vital for survival and community well-being. Imagine the skill and teamwork required to use this—each hunt connecting present-day viewers with the ingenuity and traditions of the Nuu-chah-nulth.",1283,50,61,4,3,62.17150000000001,51.66879781420769,17.75,26.666666666666668,NEGATIVE,0.9333258867263794,POSITIVE,0.9999843835830688,0.0,0.029,0.971,0.1154,0.0,0.035,0.965,0.296,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.UC.261,Club,"Sword club, or chitoolth, of walrus bone, with handle carved to depict a Thunderbird: North America, Canada, Vancouver Island, Nuu-chah-nulth, late 18th - early 19th century",Late 18th - early 19th century,Nuu-chah-nulth,A.UC.261.png,"Traditionally, kin groups were ranked in relation to each other. Village layouts reflected this hierarchy, and poles used in front of houses showed crest animals and ancestors.Chiefs were the highest ranking members of a kin group on the basis of age and wealth. They made the most important decisions concerning warfare and peace-making.","This sword club, or chitoolth, was carved from walrus bone by a Nuu-chah-nulth artist on Vancouver Island in the late 18th to early 19th century. The handle depicts a Thunderbird, an important figure in Nuu-chah-nulth stories and belief. Inlaid details honor natural and spiritual forces. Imagine this club held in ceremony or conflict, its form linking the wielder to traditions, ancestors, and the land. What stories might the Thunderbird convey to you?",1308,53,72,4,5,57.707004716981146,52.394000000000005,17.75,19.2,POSITIVE,0.998124063014984,POSITIVE,0.9972015619277954,0.039,0.094,0.867,0.4754,0.03,0.099,0.871,0.6369,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1978.392,"Headdress, chief's","Chief's headdress, with Bear crest frontlet on a cap, of carved and painted wood, decorated with feathers, sea lion whiskers and ermine: North America, USA, southern Alaska, Tlingit, c. 1860s",c. 1860s,Tlingit,A.1978.392.png,"Chiefs owned symbols of wealth and rank. They carried ceremonial staffs on formal occasions and wore complex headdresses with carved frontlets displaying crests. These frontlets brought together the power of high-ranking chiefs, through the use of sea-lion whiskers, abalone shell, ermine skin and feathers, with the stories of their ancestors.","This Tlingit chief’s headdress, crafted in the 1860s in southern Alaska, features a Bear crest frontlet of carved and painted wood. Adorned with feathers, sea lion whiskers, and ermine, it symbolized authority, clan identity, and ancestral stories. The intricate materials and artistry reflect the high status of its wearer and the Tlingit people’s deep connection to the natural world and spirit beings. Look closely to sense the power and legacy embodied in every detail.",1304,50,74,3,4,57.94233333333335,44.00885135135138,20.666666666666668,24.5,POSITIVE,0.998766303062439,POSITIVE,0.9999384880065918,0.0,0.061,0.939,0.4939,0.0,0.116,0.884,0.7096,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1954.231,Hat,"Hat, of conoidal shape with flat top, woven from fir root fibres, with chinstrap of coarse red fabric, painted externally in black, red and pale blue, with a crest design representing a bear: North America, Canada, British Columbia, Haida Gwaii, Haida, Charles and Isabella Edenshaw, after 1873-1920",Late 19th - early 20th century,Haida,A.1954.231.png,"Hats, aprons, cedar and wool robes are still used for social and ceremonial gatherings by community members. They are decorated with bold symbolic designs showing animal crests. Crest designs highlight animal traits, such as the bear's teeth and paws or the killer whale's fins. These are familiar to all, enabling immediate recognition of kin and clan.","This woven hat, crafted by Haida artists Charles and Isabella Edenshaw, beautifully blends artistry and heritage. Created from fir root fibres in Haida Gwaii, its crest design represents a bear, a significant figure in Haida culture. Vividly painted in black, red, and pale blue, such hats were worn with pride at ceremonies, reflecting family lineage and spiritual beliefs. Notice the intricate patterns and vibrant colours; these invite us to consider the rich traditions, stories, and identities woven into every fibre.",1329,56,80,4,4,50.61785714285716,35.31250000000003,18.25,25.25,POSITIVE,0.999769389629364,POSITIVE,0.9999380111694336,0.069,0.08,0.851,-0.0772,0.024,0.22,0.756,0.9423,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1951.234,Chest,"Bentwood chest, of rectangular shape, of wood, with long sides carved in shallow relief heightened with red, brown, black and green pigments, possibly with Bear and Beaver crests: North America, Canada, British Columbia or USA, Alaska, Northern Northwest Coast, late 19th century",Late 19th century,Northwest Coast Peoples,A.1951.234.png,"Large steam-bent chests were owned by the wealthy and specially commissioned. They were considered heirlooms, used for storing gifts, regalia and ritual objects that families held by title. Made of cedar, they were masterpieces of craftsmanship. The relief carving and painting followed formalized rules of design, including abstracted double-eyed faces, nostrils and limbs.","This bentwood chest, crafted by Northwest Coast Peoples in the late 19th century, tells the story of community and identity. Its carved and painted designs, possibly representing Bear and Beaver crests, symbolize important family or clan connections. Used to store treasured belongings or regalia, such chests were central to ceremonies and daily life. Look closely to imagine the hands that shaped it and the lives it touched, preserving heritage across generations.",1293,53,71,4,4,48.129646226415105,44.64128521126764,16.25,22.75,POSITIVE,0.9999392032623292,POSITIVE,0.9999053478240968,0.0,0.154,0.846,0.8442,0.0,0.073,0.927,0.6597,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1951.228,Ladle,"Ladle, of red cedar, with a deep scoop tapering to a handle with extremity carved in the likeness of the head of a bear, the bowl painted with an incomplete design of a bear's head in red pigment: North America, Canada, British Columbia or USA, Alaska, Northern Northwest Coast, late 19th century",Late 19th century,Northwest Coast Peoples,A.1951.228.png,"Potlatch hosts were visibly generous, serving large quantities of relished foods. Great hospitality honoured and influenced guests who had travelled far to attend and act as witnesses. Regalia, fine cutlery with family crests and carved dishes were brought out.","This late 19th-century red cedar ladle, created by the Northwest Coast Peoples, beautifully blends art and daily life. The handle is carved in the likeness of a bear’s head, while the bowl’s red pigment forms part of a bear design. Used in ceremonial feasts, such objects reflect respect for powerful animal spirits and connect us to the people who carved, used, and cherished them. What stories might this ladle have witnessed at the table?",1308,39,74,3,4,50.470769230769264,63.443986486486494,16.666666666666668,24.75,POSITIVE,0.9984591007232666,POSITIVE,0.9999854564666748,0.0,0.262,0.738,0.9081,0.0,0.182,0.818,0.9313,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1951.230,Dish,"Boat-shaped dish, of wood, carved in the likeness of a beaver, the ears inlaid with opercula, the rim with lozenges of palioth's shell: North America, Canada, British Columbia or USA, Alaska, Tlingit, 19th century",19th century,Tlingit,A.1951.230.png,"Exquisitely carved dishes were signs of wealth. Bowls were made from solid blocks of wood. Some were flared with parallel grooves on the sides and crests at both ends. Smaller bowls were used to hold candlefish (oolachen) oil, used as a condiment for dried salmon.","This 19th-century carved wooden dish, shaped as a beaver, reflects the artistry and deep cultural connections of the Tlingit people of the Pacific Northwest Coast. Inlaid opercula and shell lozenges highlight its intricate craftsmanship. Used in feasting and ceremonial contexts, such objects celebrate the beaver’s significance in Tlingit stories—symbols of resourcefulness and community. Examine the careful details: what do they reveal about Tlingit respect for animals and the artistry woven through daily and spiritual life?",1306,45,75,4,4,86.37625000000001,27.62775000000002,14.0,24.25,POSITIVE,0.9987465143203736,POSITIVE,0.999962568283081,0.04,0.101,0.86,0.4404,0.0,0.176,0.824,0.91,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1892.96,Headpiece,"Headpiece, or mask, of carved and painted wood, representing a raven, and a hawk on the underside: North America, Canada, British Columbia, Vancouver Island, Central 19th century",19th century,Central Northwest Coast,A.1892.96.png,"In the past as today, relationships between people, the natural and the supernatural world were recounted in dance and song. Masks were commissioned and performed as inherited privileges by those initiated into different societies.","This striking headpiece from Vancouver Island, created by Central Northwest Coast artists, represents both the raven and the hawk. Carved and painted wood brings these powerful birds—central to local stories and ceremonies—to life. Worn in dances, such masks connect the wearer to ancestral spirits and oral traditions, embodying transformation and the relationships between people, animals, and the land. What stories might you imagine as you look into the raven’s eye?",1277,34,70,2,4,25.35647058823531,44.04392857142861,22.5,22.5,POSITIVE,0.9932782053947448,POSITIVE,0.999972939491272,0.0,0.137,0.863,0.6249,0.03,0.065,0.905,0.3818,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1947.189,Rattle,"Rattle, consisting of two hollow hemispheres of wood, decorated with characteristic designs showing the bear and the thunderbird, secured with ties and containing stone pellets, the handle is bound by a length of withy: North America, USA, Alaska or Canada, British Columbia, Tlingit or Tsimshian, mid 19th century",Mid 19th century,"Tlingit,Tsimshian",A.1947.189.png,"Rattles were important shamanic possessions, though also carried by chiefs. This round rattle has a Bear with a protruding tongue on one side and a Thunderbird on the other.","This mid-19th-century rattle, crafted by Tlingit or Tsimshian peoples of the Northwest Coast, features carved images of the bear and thunderbird—powerful beings in Indigenous tradition. Containing stone pellets, it creates rhythmic sound in ceremony and dance. The wrapped withy handle showcases skilled artisanship. Imagine the stories and meanings this rattle once carried: connecting generations, spirit, and land in vibrant community life.",1311,29,61,2,4,66.67612068965518,33.25133196721313,19.5,19.25,NEGATIVE,0.8319233059883118,POSITIVE,0.9999674558639526,0.0,0.067,0.933,0.2023,0.0,0.11,0.89,0.7351,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
IL.2021.17.94,Soul catcher,"Soul catcher, of hollow, cylindrical form, of bone with open ends, slit and expanded in form of the jaws of monsters, with inlaid fragments of haliotis shell, used for capturing the souls of sick people: North America, Canada, British Columbia, Skeena River, Tsimshian, mid 19th century",Mid 19th century,Tsimshian,IL.2021.17.94.png,"Shamans wore carved ivory or bone ornaments. These were personal, depicting animal spirits and helpers the shaman encountered, or expressing the content of dreams and visions. Double-headed hollow bone pendants were known as 'soul catchers', because they trapped the errant souls that caused illness before curing the patient.","Soul catchers were important healing tools for Tsimshian shamans in the mid-19th century. Shaped from bone and inlaid with haliotis shell, this hollow cylinder, representing the jaws of supernatural beings, was believed to capture lost souls and restore health. Its power speaks of a worldview where the well-being of individuals was tied to the spirit world and the skill of the healer.",1296,48,62,3,3,49.595,53.50026881720433,19.333333333333332,27.666666666666668,POSITIVE,0.8722455501556396,POSITIVE,0.999473750591278,0.109,0.12,0.771,-0.1027,0.035,0.088,0.877,0.34,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
V.2009.125,Bowl,"Bowl, oval with curved sides and pointed ends: Japan, Hokkaido, Nibutani, Ainu, by Kaizawa Kōichi, 2000",2000,"Ainu people (Hokkaido), Japanese",V.2009.125.png,"From his teens, Kaizawa Kōichi (born 1946) was interested in Ainu crafts, making them himself. In 1997, as a plaintiff in the trial concerning the construction of a dam in Nibutani, he won a ruling that the dam was illegal. This ruling was the first time that the Ainu were publicly acknowledged as an indigenous people.","Carefully carved by Kaizawa Kōichi in 2000, this wooden bowl reflects the rich traditions of the Ainu people of Hokkaido. Its oval form and gracefully pointed ends recall the natural world so central to Ainu life. Imagine the hands that shaped it and those that use it—each meal connecting past and present through craft and daily ritual.",1261,56,57,3,3,64.00976190476193,61.39210526315792,26.666666666666668,24.666666666666668,POSITIVE,0.8402253985404968,POSITIVE,0.9999910593032836,0.06,0.107,0.833,0.4215,0.0,0.172,0.828,0.875,1,['Indigenous'],"['Originally applied to plants and animals, in recent decades it has become a legal term for people who have been colonised by Europe. It refers to specific groups who identify with a place as their original homeland, have deep-rooted traditions there, and who have been displaced from their land by colonisation, often resulting in (cultural) genocide. The term is now seen as empowering, partly due to the UN Declaration on the Rights of Indigenous Peoples (2007), but it is broad and should be used carefully when referring to specific groups.']","['Andrei Nesterov, Laura Hollink, Marieke van Erp, and Jacco van Ossenbruggen. (2023). cultural-ai/wordsmatter: Words Matter: a knowledge graph of contentious terms (v1.0.2) [Data set]. European Semantic Web Conference (ESWC), Hersonissos, Greece. Zenodo. https://doi.org/10.5281/zenodo.7713157 ; https://w3id.org/culco/wordsmatter/117.\nTropen Museum et al., eds., “Words Matter: An Unfinished Guide to Word Choices in the Cultural Sector,” 2018, 117. https://www.materialculture.nl/sites/default/files/2018-08/words_matter.pdf.pdf.']",0,No issues detected,No issues detected,No issues detected
V.2006.276,Hanging,"Diamond-shaped wall hanging of maple wood, form carved to suggest a textile with abstract designs in low relief on surface, uppermost corner carved as if bent over to hold cord loop: Japan, Hokkaido, Nibutani, Ainu, by Kaizawa Tōru, 2006",2006,"Ainu people (Hokkaido), Japanese",V.2006.276.png,"Kaizawa Tōru (born 1958) grew up watching his parents and relatives practise carving and weaving as their livelihood. Kaizawa started to carve when he was 18, but it was not until he was 30 that he began carving traditional Ainu crafts. Gradually he developed his own, new style which incorporated traditional Ainu patterns.","Carved in 2006 by Kaizawa Tōru, this maple wood hanging from Nibutani, Hokkaido, evokes the Ainu textile tradition through its swirling, low-relief patterns. The bent corner mimics fabric’s softness, while the abstract designs celebrate the artistry and cultural identity of the Ainu people. Notice how every line tells a story, inviting you to imagine the hands and history behind this piece.",1301,53,61,3,3,51.62786163522014,43.34748633879784,24.666666666666668,25.666666666666668,POSITIVE,0.999902844429016,POSITIVE,0.9999880790710448,0.0,0.026,0.974,0.1027,0.0,0.094,0.906,0.7184,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1886.6,Tamasay,"Necklace (tamasay), beads of coloured glass, lead and engraved brass, worn by a woman: Japan, Hokkaido, Ainu, 19th century",19th century,"Ainu people (Hokkaido), Japanese",A.1886.6.png,"On ceremonial occasions, women traditionally wore beaded necklaces called tamasay. Light reflecting from the beads was believed to ward off malicious spirits. Earrings, or ninkari, were also worn to stop such spirits entering the ears.","This necklace, called a tamasay, was worn by Ainu women in Hokkaido during the 19th century. Made of coloured glass, lead, and engraved brass beads, it is both adornment and tradition. Each bead reflects trade, status, and the wearer’s personal story, connecting her to her community and ancestors. How might the colours and materials chosen have spoken to those who saw her wear it?",1274,35,64,3,4,49.96476190476193,62.373125000000016,14.333333333333334,22.0,NEGATIVE,0.7318386435508728,POSITIVE,0.99982088804245,0.118,0.0,0.882,-0.5267,0.034,0.035,0.931,0.0258,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1909.499.36,Mat,"Mat, rushes secured with cord, used for offerings made during the bear ceremony (iyomante): Japan, Hokkaido, Ainu, 19th to early 20th century",19th - early 20th century,"Ainu people (Hokkaido), Japanese",A.1909.499.36.png,"Food and drink play an important role in Ainu ceremonies and celebrations. In the bear ceremony, food was traditionally offered to the bear spirit and shared by the community. When the bear spirit returned to the spirit world, he shared the food he had received with the other spirit-gods.","This mat, woven from rushes and bound with cord, was used by the Ainu people of Hokkaido during the iyomante bear ceremony. Carefully crafted, it supported offerings—acts of respect linking the Ainu with the spirit world. Such mats invite us to imagine the hands that shaped them and the ceremonies that sustained a community’s beliefs and traditions.",1270,49,57,3,3,57.31380952380957,49.518421052631595,23.0,25.0,POSITIVE,0.9996962547302246,POSITIVE,0.9999788999557496,0.0,0.251,0.749,0.8779,0.0,0.167,0.833,0.802,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
